word,pos,length
uranium,NN|JJ,7
Uranus,NN,6
URANYL,NN,6
urban,JJ,5
URBANA,NN,6
urbane,JJ,6
urbanely,RB,8
urbanism,NN,8
urbanity,NN,8
urbanization,NN,12
urbanize,VB,8
urbanized,VB|JJ,9
urbanizes,VB,9
urbanizing,VB|NN|JJ,10
URBANO,NULL,6
urchin,NN,6
urchins,NN,7
Urdu,NN|JJ,4
urea,NN,4
UREMIA,NN,6
urethane,NN,8
URETHANES,NULL,9
urethra,NN,7
urge,VB|NN,4
urged,VB,5
urgencies,NN,9
urgency,NN,7
urgent,JJ|NN,6
urgently,RB,8
urges,VB,5
urging,VB|NN,6
urgings,NN,7
uric,JJ,4
URICH,NULL,5
URIELITES,NULL,9
urinal,NN,6
urinals,NN,7
urinary,JJ,7
urinate,VB,7
urinated,VB,8
urinates,VB,8
urinating,VB|NN|JJ,9
urination,NN,9
urine,NN,5
urn,NN,3
urns,NN,4
URSULINE,JJ,8
Uruguay,NN,7
Uruguayan,JJ|NN,9
Uruguayans,NN,10
us,minor,2
usable,JJ,6
usage,NN|JJ,5
usages,NN,6
use,VB,3
useable,JJ,7
used,JJ,4
usedn't,NULL,7
useful,JJ|NN,6
usefully,RB,8
usefulness,NN,10
useless,JJ,7
uselessly,RB,9
uselessness,NN,11
user,NN|JJ,4
users,NN,5
uses,VB,4
usher,NN|VB,5
ushered,VB,7
usherette,NN,9
usherettes,NN,10
ushering,VB|NN,8
ushers,NN|VB,6
using,VB|NN,5
USSR,NULL,4
usual,JJ|NN,5
usually,RB,7
usurer,NN,6
usurers,NN,7
usurious,JJ,8
usuriously,RB,10
usuriousness,NN,12
usurp,VB,5
usurpation,NN,10
usurpations,NN,11
usurped,VB,7
usurper,NN,7
usurpers,NN,8
usurping,VB,8
usurps,VB,6
usury,NN,5
Utah,NN,4
utensil,NN,7
utensils,NN,8
uteri,NULL,5
uterine,NN,7
uterus,NN,6
uteruses,NN,8
utilitarian,JJ,11
utilitarianism,NN,14
utilitarians,NN,12
utilities,NN,9
utility,NN,7
utilizable,JJ,10
utilization,NN,11
utilize,VB,7
utilized,VB,8
utilizes,VB,8
utilizing,VB,9
utmost,JJ|NN,6
utopia,NN,6
utopian,JJ|NN,7
utopianism,NN,10
utopians,NN,8
utopias,NN,7
utter,JJ|VB,5
utterable,JJ,9
utterance,NN,9
utterances,NN,10
uttered,VB,7
uttering,VB,8
utterly,RB,7
uttermost,JJ,9
utters,VB,6
UTTUH,NULL,5
uvula,NN,5
uvulae,NULL,6
uvular,JJ,6
uvulars,NULL,7
uvulas,NN,6
UXBRIDGE,NN,8
uxorious,JJ,8
uxoriously,RB,10
uxoriousness,NN,12
VA,NULL,2
vac,NULL,3
vacancies,NN,9
vacancy,NN,7
vacant,JJ|NN,6
vacantly,RB,8
vacate,VB,6
vacated,VB,7
vacates,VB,7
vacating,VB,8
vacation,NN|VB,8
vacationed,VB,10
vacationer,NULL,10
vacationers,NULL,11
vacationing,VB,11
vacationist,NN|JJ,11
vacationists,NN,12
VACATIONLAND,NN,12
vacations,NN|VB,9
vaccinate,VB,9
vaccinated,VB|JJ,10
vaccinates,VB,10
vaccinating,VB|NN,11
vaccination,NN,11
vaccinations,NN,12
vaccine,NN,7
vaccines,NN,8
VACHELL,NULL,7
vacillate,VB,9
vacillated,VB,10
vacillates,VB,10
vacillating,VB|NN|JJ,11
vacillation,NN,11
vacillations,NN,12
vacs,NULL,4
vacua,minor,5
vacuities,NN,9
vacuity,NN,7
VACUOLATED,NULL,10
VACUOLIZATION,NULL,13
vacuous,JJ,7
vacuously,RB,9
vacuousness,NN,11
vacuum,NN|VB,6
vacuumed,VB|JJ,8
vacuuming,VB|NN|JJ,9
vacuums,NN|VB,7
VADE,NULL,4
VADIM,NULL,5
VADSTENA,NULL,8
vagabond,NN,8
vagabonds,NN,9
vagaries,NN,8
vagary,NN,6
vagina,NN,6
vaginal,JJ,7
vaginas,NN,7
vagrancy,NN,8
vagrant,JJ,7
vagrants,NN,8
vague,JJ,5
vaguely,RB,7
vagueness,NN,9
vaguer,JJ,6
vaguest,JJ,7
Vail,NN,4
vain,JJ|RB,4
vainer,JJ,6
vainest,JJ,7
vainglorious,JJ,12
vaingloriously,RB,14
vainglory,NN,9
vainly,RB,6
valance,NN,7
valances,NULL,8
vale,NN,4
valediction,NN,11
valedictions,NN,12
valedictorian,NN|JJ,13
valedictory,JJ,11
valence,NN,7
valences,NN,8
valencies,NN,9
valency,NN,7
VALENTE,NULL,7
valentine,NN,9
valentines,NN,10
valerian,NN,8
Valerie,NN,7
VALERY,NN,6
vales,NN,5
valet,NN,5
valeted,JJ,7
valeting,VB|NN|JJ,8
valets,NN,6
valetudinarian,NN|JJ,14
valetudinarians,NN,15
valetudinary,NN,12
VALEUR,NULL,6
VALEWE,NN,6
valiant,JJ|NN,7
valiantly,RB,9
valid,JJ,5
validate,VB,8
validated,VB,9
validates,VB,9
validating,VB,10
validation,NN,10
validations,NN,11
validity,NN,8
validly,RB,7
valise,NN,6
valises,NN,7
VALLE,NN,5
VALLEE,NULL,6
valley,NN,6
valley's,NULL,8
valleys,NN,7
VALLFART,NULL,8
VALMET,VB|NN,6
VALOIS,NN,6
valor,NN,5
valorous,JJ,8
valour,NN,6
valse,NN,5
valses,NN,6
valuable,JJ,8
valuables,NN,9
valuation,NN,9
valuations,NN,10
value,NN|VB,5
valued,VB,6
valueless,JJ,9
valuer,NN,6
valuers,NN,7
values,NN|VB,6
valuing,VB,7
valve,NN,5
valves,NN,6
valvular,JJ,8
vamoose,VB,7
vamoosed,VB|JJ,8
vamooses,VB,8
vamoosing,VB,9
vamp,NN,4
vamped,JJ|VB,6
vamping,VB|NN|JJ,7
vampire,NN,7
vampires,NN,8
vamps,NN,5
van,NN,3
vanadium,NN|JJ,8
VANCE'S,NULL,7
vandal,JJ,6
vandalism,NN,9
vandalize,VB,9
vandalized,VB,10
vandalizes,VB,10
vandalizing,VB|NN|JJ,11
vandals,NN,7
VANDERVOORT,NULL,11
VANDIVER,NULL,8
VANDRINGSAR,NULL,11
vane,NN,4
vanes,NN,5
vanguard,NN,8
vanguards,NN,9
vanilla,NN,7
vanillas,NN,8
vanish,VB,6
vanished,VB,8
vanishes,VB|NN,8
vanishing,VB,9
vanities,NN,8
vanity,NN,6
vanquish,VB,8
vanquished,VB|JJ,10
vanquishes,VB,10
vanquishing,VB|NN|JJ,11
vans,NN,4
vantage,NN,7
vantagepoint,NN|VB,12
vantagepoints,NN|VB,13
vapid,JJ,5
vapidity,NN,8
vapidly,RB,7
vapidness,NN,9
vapor,NN,5
vaporization,NN,12
vaporizations,NN,13
vaporize,VB,8
vaporized,VB|JJ,9
vaporizes,VB,9
vaporizing,VB|NN|JJ,10
vaporous,JJ,8
vapour,NN,6
vapours,NN,7
VAQUERO,NN,7
VAR,NULL,3
VARANI,NULL,6
variability,NN,11
variable,JJ|NN,8
variableness,NN,12
variables,NN,9
variably,RB,8
VARIAN,NN,6
variance,NN,8
variant,NN|JJ,7
variants,NN,8
variation,NN,9
variations,NN,10
varicolored,JJ,11
varicoloured,NULL,12
varicose,JJ,8
varied,VB|JJ,6
variegate,VB,9
variegated,JJ,10
variegates,VB,10
variegating,VB|NN|JJ,11
variegation,NN,11
variegations,NN,12
varies,VB,6
varieties,NN,9
variety,NN,7
variform,JJ,8
VARIGRAD,NULL,8
variorum,JJ|NN,8
variorums,NULL,9
various,JJ|NN,7
variously,RB,9
VARITINTED,NULL,10
VARITYPING,NULL,10
VARLAAM,NULL,7
VARLAAM'S,NULL,9
varlet,NN,6
varlets,NULL,7
varmint,NN,7
varmints,NN,8
VARNER,NULL,6
VARNESSA,NULL,8
varnish,NN|VB,7
varnished,VB|JJ,9
varnishes,NN|VB,9
varnishing,VB|NN|JJ,10
varsities,NN,9
varsity,NN,7
VARVISO,NULL,7
vary,VB,4
varying,VB|JJ,7
VASA,NN,4
VASADY,NULL,6
vascular,JJ,8
vase,NN,4
vasectomies,NN,11
vasectomy,NN,9
vaseline,NN,8
vases,NN,5
VASILIEVITCH,NULL,12
VASKA,NULL,5
VASORUM,NULL,7
vassal,NN,6
vassalage,NN,9
vassals,NN,7
vast,JJ,4
vaster,JJ,6
vastest,JJ,7
vastly,RB,6
vastness,NN,8
vat,NN|VB,3
Vatican,NN,7
vats,NN,4
vaudeville,NN,10
VAUDOIS,NN,7
VAUGHAN,NN,7
VAUGHN,NN,6
vault,NN|VB,5
vaulted,VB|JJ,7
vaulter,NN,7
vaulters,NN,8
vaulting,VB|NN,8
vaults,NN|VB,6
vaunt,VB,5
vaunted,JJ|VB,7
vaunter,NN,7
vaunters,NN,8
vaunting,VB|NN|JJ,8
vauntingly,RB,10
vaunts,VB,6
veal,NN,4
VEBLEN,NN,6
VECCHIO,NULL,7
vector,NN,6
vectors,NN,7
VEECK'S,NULL,7
veer,VB,4
veered,VB,6
veering,VB|NN,7
veers,VB,5
veg,NN,3
vegan,NN|JJ,5
vegans,NN,6
Vegas,NN,5
vegetable,NN,9
vegetables,NN,10
vegetarian,JJ|NN,10
vegetarianism,NN,13
vegetarians,NN,11
vegetate,VB,8
vegetated,VB|JJ,9
vegetates,VB,9
vegetating,VB|NN|JJ,10
vegetation,NN,10
vehemence,NN,9
vehement,JJ,8
vehemently,RB,10
vehicle,NN,7
vehicles,NN,8
vehicular,JJ,9
veil,NN|VB,4
veiled,VB,6
veiling,NN|VB,7
veils,NN|VB,5
vein,NN,4
veined,JJ,6
veining,NN|VB,7
veins,NN,5
vela,NN,4
velar,JJ,5
velarize,VB,8
velarized,VB|JJ,9
velarizes,VB,9
velarizing,VB|NN|JJ,10
velars,NN,6
VELASQUEZ,NN,9
veld,NN,4
velds,NN,5
VELDT,NN,5
vellum,JJ,6
velocipede,NN,10
velocipedes,NN,11
VELOCITER,NULL,9
velocities,NN,10
velocity,NN,8
VELON,NULL,5
velour,NN,6
velours,NN,7
velum,NN,5
velvet,NN,6
velveteen,NN,9
velvety,JJ,7
VENABLE,NN,7
venal,JJ,5
venality,NN,8
venally,RB,7
vend,VB,4
vended,VB|JJ,6
vendee,NN,6
vendees,NULL,7
vendetta,NN,8
vendettas,NN,9
vending,NN|VB,7
VENDOME,NULL,7
vendor,NN,6
vendors,NN,7
vends,VB,5
veneer,NN|VB,6
veneered,VB|JJ,8
veneering,VB|NN|JJ,9
veneers,NN,7
venerable,JJ,9
venerate,VB,8
venerated,VB|JJ,9
venerates,VB,9
venerating,VB|NN|JJ,10
veneration,NN,10
venerations,NN,11
venereal,JJ,8
Venetian,NN|JJ,8
VENETO,NULL,6
Venezuela,NN,9
Venezuelan,JJ|NN,10
Venezuelans,NN,11
venge,VB,5
vengeance,NN,9
venged,VB,6
vengeful,JJ,8
vengefully,RB,10
vengefulness,NN,12
venges,NULL,6
venging,VB,7
venial,JJ,6
Venice,NN,6
venison,NN,7
VENN,NN,4
venom,NN,5
venomed,JJ,7
venomous,JJ,8
venomously,RB,10
venous,JJ,6
vent,NN|VB,4
vented,VB,6
VENTI,NULL,5
ventilate,VB,9
ventilated,VB,10
ventilates,VB,10
ventilating,VB|NN,11
ventilation,NN,11
ventilator,NN,10
ventilators,NN,11
venting,VB|NN|JJ,7
ventricle,NN,9
ventricles,NN,10
ventriloquism,NN,13
ventriloquist,NN,13
ventriloquists,NN,14
vents,NN|VB,5
VENTURA,NN,7
venture,NN|VB,7
ventured,VB,8
venturer,NN,8
venturers,NN,9
ventures,NN|VB,8
venturesome,JJ,11
venturesomeness,NN,15
VENTURI,NN,7
venturing,VB,9
venturous,JJ,9
venue,NN,5
venues,NN,6
Venus,NN,5
VENUSIANS,NULL,9
Vera,NN,4
veracious,JJ,9
veraciously,RB,11
veracity,NN,8
veranda,NN,7
verandah,NN,8
verandas,NN,8
verb,NN,4
verbal,JJ,6
verbalize,VB,9
verbalized,VB|JJ,10
verbalizes,VB,10
verbalizing,VB|NN|JJ,11
verbally,RB,8
verbals,NULL,7
verbatim,RB|JJ,8
verbena,NN,7
verbenas,NN,8
verbiage,NN,8
VERBOORT,NULL,8
verbose,JJ,7
verbosely,RB,9
verboseness,NN,11
verbosity,NN,9
VERBOTEN,JJ,8
verbs,NN,5
verdancy,NULL,8
verdant,JJ,7
VERDI,NN,5
VERDI'S,NULL,7
verdict,NN,7
verdicts,NN,8
verdigris,NN,9
verdure,NN,7
VERE,NN,4
verge,NN|VB,5
verger,NN,6
vergers,NN,7
verges,NN|VB,6
VERGESSEN,NULL,9
VERICT,NULL,6
veridical,JJ,9
VERIE,NULL,5
verier,RB|JJ,6
veriest,JJ,7
verifiable,JJ,10
verification,NN,12
verifications,NN,13
verified,VB|JJ,8
verifies,VB,8
verify,VB,6
verifying,VB,9
verily,RB,6
verisimilar,NULL,11
verisimilitude,NN,14
verisimilitudes,NN,15
veritable,JJ,9
veritably,RB,9
verities,NN,8
verity,NN,6
VERLOOP,NULL,7
VERLOOP'S,NULL,9
VERMEERSCH,NULL,10
VERMEIL,NN,7
VERMEJO,NULL,7
vermicelli,NN,10
vermiculite,NN,11
vermiform,JJ,9
vermifuge,NN|JJ,9
vermifuges,NULL,10
vermilion,JJ,9
vermilions,NULL,10
vermin,NN,6
verminous,NULL,9
Vermont,NN,7
Vermont's,NULL,9
vermouth,NN,8
vermouths,NN,9
VERN,NN,4
vernacular,NN,10
vernaculars,NN,11
vernal,JJ,6
VERNAVA,NULL,7
VERNE,NN,5
VERNER,NN,6
VERNIER,NN|JJ,7
VERNON,NN,6
VERNON'S,NULL,8
VERNOR,NN,6
VERO,NULL,4
Veronal,NN,7
Veronica,NN,8
veronicas,NN,9
VERPLANCK'S,NULL,11
VERREAU,NULL,7
VERRONE,NULL,7
verruca,NN,7
verrucae,NULL,8
verrucas,NN,8
VERSA,RB,5
Versailles,NN,10
versatile,JJ,9
versatility,NN,11
verse,NN,5
versed,VB,6
verses,NN,6
versification,NN,13
versified,VB|JJ,9
versifier,NN,9
versifiers,NN,10
versifies,VB,9
versify,VB,7
versifying,VB|NN|JJ,10
version,NN,7
versions,NN,8
verso,NN,5
versos,NN,6
VERSTANDIG,NULL,10
VERSTRICHEN,NULL,11
versus,minor,6
vertebra,NN,8
vertebrae,NN,9
vertebral,JJ,9
vertebrate,JJ|NN,10
vertebrates,NN,11
vertex,NN,6
vertexes,NN,8
vertical,JJ|NN,8
vertically,RB,10
verticals,NN,9
vertices,NN,8
vertiginous,JJ,11
vertigo,NN,7
verve,NN,5
very,RB|JJ,4
vesicle,NN,7
vesicles,NULL,8
vesicular,JJ,9
VESOLE,NULL,6
vesper,NN,6
vespers,NN,7
vessel,NN,6
vessels,NN,7
vest,NN,4
Vesta,NN,5
vestal,JJ,6
vestals,NULL,7
vested,VB,6
vestibule,NN,9
vestibules,NN,10
vestige,NN,7
vestiges,NN,8
vestigial,JJ,9
vestigially,RB,11
vesting,VB|NN,7
vestment,NN,8
vestments,NN,9
vestries,NN,8
vestry,NN,6
vestryman,NN,9
vestrymen,NN,9
vests,NN,5
vesture,NN|VB,7
vestured,VB,8
vestures,NULL,8
vesturing,VB,9
VESUVIO'S,NULL,9
vet,NN|VB,3
vetch,NN,5
vetches,NN,7
veteran,NN|JJ,7
veteran's,encl,9
veterans,NN,8
veterinarian,NN,12
veterinarians,NN,13
veterinary,JJ|NN,10
veto,NN|VB,4
vetoed,VB|JJ,6
vetoer,NN,6
vetoers,NN,7
vetoes,NN,6
vetoing,VB|NN,7
vetos,VB|NN,5
vets,NN|VB,4
vetted,VB,6
vetting,VB|NN|JJ,7
VEVAY,NULL,5
vex,VB,3
vexation,NN,8
vexations,NN,9
vexatious,JJ,9
vexatiously,RB,11
vexed,VB|JJ,5
vexes,VB,5
vexing,VB|JJ,6
via,minor,3
VIA'S,NULL,5
viability,NN,9
viable,JJ|NN,6
viably,RB,6
viaduct,NN,7
viaducts,NN,8
vial,NN,4
VIALE,NULL,5
VIALL,NULL,5
vials,NN,5
viands,NULL,6
VIAREGGIO,NULL,9
VIATOR,NULL,6
vibes,NN,5
vibrancy,NN,8
vibrant,JJ,7
vibrantly,RB,9
vibraphone,NN,10
vibraphones,NN,11
vibrate,VB,7
vibrated,VB,8
vibrates,VB,8
vibrating,VB,9
vibration,NN,9
vibrations,NN,10
vibrato,NN,7
vibrator,NN,8
vibrators,NN,9
vibratos,NN,8
VIBRIONIC,JJ,9
VIC,NN|JJ,3
Vic's,encl,5
vicar,NN,5
vicarage,NN,8
vicarages,NN,9
vicarious,JJ,9
vicariously,RB,11
vicariousness,NN,13
vicars,NN,6
vice,NN,4
vicelike,JJ|RB,8
VICENZA,NULL,7
viceregal,JJ,9
vicereine,NN,9
vicereines,NULL,10
viceroy,NN,7
viceroys,NN,8
vices,NN,5
VICHY,NN,5
vicinities,NN,10
vicinity,NN,8
vicious,JJ|NN,7
viciously,RB,9
viciousness,NN,11
vicissitude,NN,11
vicissitudes,NN,12
VICKERS,NN,7
VICKERY,NULL,7
VICKSBURG,NN,9
Vicky,NN,5
VICOLO,NULL,6
victim,NN,6
victim's,encl,8
victimization,NN,13
victimizations,NN,14
victimize,VB,9
victimized,VB|JJ,10
victimizes,VB,10
victimizing,VB|NN|JJ,11
victims,NN,7
victor,NN,6
Victor's,NULL,8
Victoria,NN,8
Victoria's,encl,10
Victorian,JJ,9
Victorians,NN,10
victorias,NULL,9
victories,NN,9
victorious,JJ,10
victoriously,RB,12
victors,NN,7
victory,NN,7
VICTROLA,NULL,8
victual,NN|VB,7
victualled,VB,10
victualler,NN,10
victuallers,NULL,11
victualling,NULL,11
victuals,NN|VB,8
vicuna,NN,6
vicunas,NN,7
VIDA,NULL,4
VIDAL,NN,5
VIDAL'S,NULL,7
vide,minor,4
vided,NULL,5
videlicet,RB,9
video,NN|VB,5
videos,NN|VB,6
videotape,NN,9
videotaped,VB,10
videotapes,NN,10
videotaping,VB|NN|JJ,11
vides,NULL,5
viding,NULL,6
vie,VB,3
vied,VB,4
VIELLEICHT,NULL,10
Vienna,NN,6
Vienna's,encl,8
VIENNE,NN,6
Viennese,JJ|NN,8
VIENOT,NULL,6
VIENTIANE,NN,9
vies,VB,4
VIET,NN|JJ,4
VIETH,NULL,5
Vietnam,NN,7
Vietnamese,JJ|NN,10
VIEUX,minor,5
view,NN|VB,4
viewed,VB,6
viewer,NN,6
viewers,NN,7
viewfinder,NN,10
viewfinders,NN,11
viewing,VB|NN,7
viewless,JJ,8
viewpoint,NN,9
viewpoints,NN,10
views,NN|VB,5
vigil,NN,5
vigilance,NN,9
vigilant,JJ,8
vigilante,NN,9
vigilantes,NN,10
vigilantism,NN,11
vigilantly,RB,10
vigils,NN,6
vignette,NN,8
vignettes,NN,9
vigor,NN,5
vigorous,JJ,8
vigorously,RB,10
vigour,NN,6
VIGREUX,NULL,7
Viking,NN,6
Vikings,NN,7
VIKULOV,NULL,7
VILAS,NULL,5
vile,JJ|NN,4
vilely,RB,6
vileness,NN,8
viler,JJ,5
vilest,JJ,6
vilification,NN,12
vilifications,NN,13
vilified,VB|JJ,8
vilifies,VB,8
vilify,VB,6
vilifying,VB|NN|JJ,9
villa,NN,5
village,NN,7
villager,NN,8
villagers,NN,9
villages,NN,8
villain,NN,7
villainies,NN,10
villainous,JJ,10
villains,NN,8
villainy,NN,8
villas,NN,6
villein,NN,7
villeinage,NN,10
villeins,NN,8
vim,NN,3
vinaigrette,NN,11
Vince,NN,5
Vincent,NN,7
vindicate,VB,9
vindicated,VB|JJ,10
vindicates,VB,10
vindicating,VB|NN|JJ,11
vindication,NN,11
vindications,NN,12
vindictive,JJ,10
vindictively,RB,12
vindictiveness,NN,14
vine,NN,4
vinegar,NN,7
vinegars,NN,8
vinegary,JJ,8
vineries,NN,8
vinery,NN,6
vines,NN,5
vineyard,NN,8
vineyards,NN,9
VINNICUM,NULL,8
vino,NN,4
vinoes,NN,6
VINOGRADOFF,NN|JJ|VB,11
vinous,JJ,6
VINSON,NN,6
vintage,NN|JJ,7
vintages,NN,8
vintner,NN,7
vintners,NN,8
vinyl,NN,5
vinyls,NN,6
VIOILN,NULL,6
viol,NN,4
viola,NN,5
viola's,encl,7
violable,JJ,8
violas,NN,6
violate,VB|JJ,7
violated,VB|JJ,8
violates,VB,8
violating,VB,9
violation,NN,9
violations,NN,10
violence,NN,8
violent,JJ,7
violently,RB,9
violet,NN,6
violets,NN,7
violin,NN,6
violinist,NN,9
violinists,NN,10
violins,NN,7
violoncellist,NN,13
violoncellists,NN,14
violoncello,NN,11
violoncellos,NN,12
viols,NN,5
VIP,NULL,3
viper,NN,5
vipers,NN,6
VIPHAKONE,NULL,9
virago,NN,6
viragos,NN,7
VIRDON,NULL,6
Virgil,NN,6
VIRGILIA,NULL,8
virgin,JJ|NN,6
virginal,JJ|NN,8
virginals,NN,9
Virginia,NN,8
Virginia's,encl,10
Virginian,JJ|NN,9
Virginians,NULL,10
Virginias,NN,9
virginity,NN,9
virgins,NN,7
Virgo,NN,5
Virgos,NN,6
virgule,NN,7
virgules,NN,8
virile,JJ,6
virility,NN,8
virologist,NN,10
virologists,NN,11
virology,NN,8
VIRSALADZE,NULL,10
virtu,NN,5
virtual,JJ|NN,7
virtually,RB|JJ,9
virtue,NN,6
virtues,NN,7
virtuosi,NN,8
virtuosity,NN,10
virtuoso,JJ|NN,8
virtuosos,NN,9
virtuous,JJ,8
virtuously,RB,10
virulence,NN,9
virulency,NN,9
virulent,JJ,8
virulently,RB,10
virus,NN,5
viruses,NN,7
visa,NN,4
visaed,JJ,6
visage,NN,6
visages,NN,7
visaing,VB,7
visas,NN,5
viscera,NN,7
visceral,JJ,8
viscid,JJ,6
VISCOELASTIC,JJ,12
VISCOELASTICITY,NULL,15
VISCOMETER,NN,10
viscosity,NN,9
viscount,NN,8
viscountcies,NULL,12
viscountcy,NN,10
viscountess,NN,11
viscountesses,NULL,13
viscounts,NN,9
viscous,JJ,7
vise,NN,4
viselike,JJ|RB,8
visibility,NN,10
visible,JJ,7
visibly,RB,7
VISIGOTHS,NN,9
vision,NN,6
visionaries,NN,11
visionary,JJ|NN,9
visions,NN,7
visit,NN|VB,5
visitant,NN|JJ,8
visitants,NULL,9
visitation,NN,10
visitations,NN,11
visited,VB,7
visiting,VB,8
visitor,NN,7
visitors,NN,8
visits,NN|VB,6
visor,NN,5
visors,NN,6
VISRHANIK,NULL,9
vista,NN,5
vistas,NN,6
visual,JJ|NN,6
visualization,NN,13
visualizations,NN,14
visualize,VB,9
visualized,VB,10
visualizes,VB,10
visualizing,VB,11
visually,RB,8
VITA,NN,4
vital,JJ,5
vitalism,NN,8
vitalist,NN|JJ,8
vitalists,NN,9
vitality,NN,8
vitalization,NN,12
vitalize,VB,8
vitalized,VB|JJ,9
vitalizes,VB,9
vitalizing,VB|NN|JJ,10
vitally,RB,7
vitals,NN,6
vitamin,NN,7
vitamins,NN,8
vitiate,VB,7
vitiated,VB,8
vitiates,VB,8
vitiating,VB|NN|JJ,9
vitiation,NN,9
viticulture,NN,11
vitreous,JJ,8
vitric,JJ,6
vitrified,VB|JJ,9
vitrifies,VB,9
vitrify,VB,7
vitrifying,VB|NN,10
vitriol,NN,7
vitriolic,JJ,9
vitro,minor|NN,5
VITTORIO,NN,8
vituperate,VB,10
vituperated,VB|JJ,11
vituperates,VB,11
vituperating,VB|JJ|NN,12
vituperation,NN,12
vituperative,JJ,12
vituperatively,RB,14
VITUS,NN,5
viva,NN,4
vivace,JJ,6
vivacious,JJ,9
vivaciously,RB,11
vivaciousness,NN,13
vivacity,NN,8
VIVALDI,NN,7
vivaria,NN,7
vivarium,NN,8
vivariums,NN,9
vivas,NN,5
VIVE,JJ|minor,4
Vivian,NN,6
Vivian's,encl,8
vivid,JJ,5
vividly,RB,7
vividness,NN,9
VIVIER,NULL,6
vivified,VB|JJ,8
vivifies,VB,8
vivify,VB,6
vivifying,VB|NN|JJ,9
viviparous,JJ,10
vivisect,VB,8
vivisected,VB|JJ,10
vivisecting,VB,11
vivisection,NN,11
vivisectionist,NN,14
vivisectionists,NN,15
vivisections,NN,12
vivisects,VB,9
VIVO,NULL,4
vixen,NN,5
vixenish,JJ,8
vixens,NN,6
VIYELLA,NN,7
VIZ,RB,3
vizier,NN,6
viziers,NN,7
VLADILEN,NULL,8
vocab,NULL,5
vocabs,NULL,6
VOCABULARIANISM,NN,15
vocabularies,NN,12
vocabulary,NN,10
vocal,JJ|NN,5
vocalic,JJ,7
vocalism,NN,8
vocalist,NN,8
vocalists,NN,9
vocalization,NN,12
vocalize,VB,8
vocalized,VB|JJ,9
vocalizes,VB,9
vocalizing,VB|NN|JJ,10
vocally,RB,7
vocals,NN,6
vocation,NN,8
vocational,JJ,10
vocationally,RB,12
vocations,NN,9
vocative,JJ|NN,8
vocatives,NN,9
VOCE,NN,4
voces,NN,5
vociferate,VB,10
vociferated,VB|JJ,11
vociferates,VB,11
vociferating,VB|NN|JJ,12
vociferation,NN,12
vociferous,JJ,10
vociferously,RB,12
vociferousness,NN,14
vodka,NN,5
vodkas,NN,6
VOEGELIN,NULL,8
vogue,NN,5
vogues,NN,6
voice,NN|VB,5
voice's,NULL,7
voiced,VB,6
voiceless,JJ,9
voices,NN|VB,6
voicing,VB|NN,7
void,NN|VB,4
voided,VB,6
voiding,VB|NN|JJ,7
voids,VB|NN,5
voile,NN,5
VOITURE,NN,7
vol,NN,3
VOLARE,VB,6
volatile,JJ,8
volatilities,NN,12
volatility,NN,10
volatilization,NN,14
volcanic,JJ,8
volcano,NN,7
volcanoes,NN,9
volcanos,NN,8
vole,NN,4
VOLENS,NULL,6
voles,NN,5
volition,NN,8
volitional,JJ,10
VOLKENSTEIN,NN,11
VOLKER,NULL,6
VOLKSGEIST,NULL,10
Volkswagens,NN,11
volley,NN|VB,6
volleyball,NN,10
volleyballs,NN,11
volleyed,VB,8
volleying,VB|NN|JJ,9
volleys,NN|VB,7
VOLNEY,NULL,6
VOLSTEAD,NN,8
volt,NN,4
VOLTA,NN,5
VOLTA'S,encl,7
voltage,NN,7
voltages,NN,8
voltaic,JJ,7
VOLTAIRE,NN,8
VOLTAIRE'S,encl|NN,10
voltmeter,NN,9
volts,NN,5
volubility,NN,10
voluble,JJ,7
volubly,NULL,7
volume,NN,6
volumes,NN,7
volumetric,JJ,10
volumetrically,RB,14
voluminous,JJ,10
voluminously,RB,12
voluminousness,NN,14
voluntaries,NN,11
voluntarily,RB,11
voluntary,JJ,9
volunteer,NN|VB,9
volunteered,VB,11
volunteering,VB|NN,12
volunteers,NN|VB,10
voluptuaries,NN,12
voluptuary,NN|JJ,10
voluptuous,JJ,10
voluptuously,RB,12
voluptuousness,NN,14
volute,NN|JJ,6
voluted,JJ,7
volutes,NN,7
VOM,NULL,3
VOMICA,NN,6
vomit,VB|NN,5
vomited,VB,7
vomiting,VB,8
vomits,VB,6
VON,NN,3
VONNEGUT'S,NULL,10
voodoo,NN,6
voodooism,NN,9
VOORHEES,NULL,8
VOPOS,NULL,5
voracious,JJ,9
voraciously,RB,11
voracity,NN,8
VOROSHILOV,NN,10
vortex,NN,6
vortexes,NN,8
vortices,NN,8
VOS,NULL,3
votaries,NN,8
votary,NN,6
vote,NN|VB,4
voted,VB,5
voteless,JJ,8
voter,NN,5
voters,NN,6
votes,NN|VB,5
voting,NN|VB,6
votive,JJ,6
voucher,NN,7
vouchers,NN,8
vouching,VB|NN,8
vouchsafe,VB,9
vouchsafed,VB|JJ,10
vouchsafes,VB,10
vouchsafing,VB|NN|JJ,11
VOUILLEMONT,NULL,11
VOULEZ,NULL,6
VOUME,NULL,5
VOUS,NULL,4
vow,NN|VB,3
vowed,VB,5
vowel,NN,5
vowels,NN,6
vowing,VB|NN|JJ,6
vows,VB|NN,4
vox,NN|minor,3
voyage,NN|VB,6
voyaged,VB,7
